created_at,text,keyword
2023-04-22 19:53:19+00:00,Rivian Is Working On Apple Watch As A Key And More https://t.co/9A0LrZBOKQ https://t.co/Ypsc91KILL,rivian
2023-04-22 19:52:20+00:00,@patwmcnamara @Rivian That was my Jan update.. which was almost the same as my Oct 2022 update… which is… you get the idea of how this has been going.,rivian
2023-04-22 19:51:43+00:00,@JohnMorton215 @Rivian @RivianSoftware @RivianOwners @brandenflasch Sweet ride.,rivian
2023-04-22 19:49:50+00:00,@YousifAlkadhi @Rivian They didn't give you a time window at the end of January??,rivian
2023-04-22 19:47:36+00:00,@Rivian What will happen to rivian shares on nasdaq!,rivian
2023-04-22 19:43:20+00:00,"@TailosiveEV Rivian Adventure Model?

It kind of looks like your standard bland pickup truck, though.",rivian
2023-04-22 19:42:36+00:00,"@patwmcnamara @Rivian Yeah, it’ll be my 3rd or 4th “update” that says… we’ll get you an update. https://t.co/cXWexIgUvV",rivian
2023-04-22 19:39:34+00:00,@rocckosw23 @Gfilche @LucidMotors @Rivian Tesla will be destroyed. Lucid 💯,rivian
2023-04-23 13:18:46+00:00,"@Dangerbug @jeremyjudkins_ Idk what rebates you’re getting man, I don’t qualify for any of them. For the price of the tesla I have I could buy a lucid air or a Porsche taycan which I’m going to proceed forward with doing because this car is awful- owned it a year and I completely get the tesla hate now.",lucid AND air AND car
2023-04-22 20:48:31+00:00,@PhilipGreenspun @WSJ Nobody is realistically going to be leaving their dog in a car as expensive as a Lucid air are they?,lucid AND air AND car
2023-04-21 15:12:47+00:00,"Lucid Air: “The Little Things” (Both Good And Bad) About Our Car

https://t.co/liEJ6grqSi https://t.co/ub7sWmPG3N",lucid AND air AND car
2023-04-21 03:15:07+00:00,"Review: Despite production woes and a battered stock price, the Lucid Air Touring, which boasts 620 hp and 384 miles of range, is a very desirable automobile, writes car columnist Dan Neil https://t.co/IThZS9GTCF",lucid AND air AND car
2023-04-20 22:18:56+00:00,@UnplannedTrek Sure but mostly the car.  What the doody sticks is a “Lucid Air”?!,lucid AND air AND car
2023-04-20 21:23:30+00:00,@brandenflasch I love the Lucid Air but I would be worried about the company.  If they go out of business then the car would plummet in resale.,lucid AND air AND car
2023-04-20 19:06:21+00:00,"The Air goes dark, as Lucid announces the arrival of the $6,000 Stealth Appearance package #car #auto #cars https://t.co/inkluNmKHs",lucid AND air AND car
2023-04-20 19:00:23+00:00,$180K msrp Lucid EV just sold for $99.5K - high end car market normalizing? https://t.co/wletOPahS4,lucid AND air AND car
2023-04-20 18:14:04+00:00,2023 Lucid Air With Stealth Appearance Pack Starts US Deliveries https://t.co/dd2qpYtlMc,lucid AND air AND car
2023-04-20 18:06:34+00:00,Lucid Air Gets The Blacked-Out Look Thanks To New Stealth Appearance Package. Rival EVs from @Audi and @BMW will charge much less for similar upgrades. #design #pricing Read: https://t.co/NOpzaCtO4Y https://t.co/GNjKv5SzX9,lucid AND air AND car
2023-04-20 12:38:13+00:00,@MachE_VLOG I think Lucid Air is one very beautiful and cool lookin’ car,lucid AND air AND car
2023-04-19 23:33:06+00:00,"@90sKid1986 @LastCallCNBC @CNBC @GordonJohnson19 Kia EV6 is much nicer car than Model Y, Lucid Air is much nicer car than Model S. Agreed that Tesla is out producing everyone right now, and still has a charging network advantage for now.",lucid AND air AND car
2023-04-19 13:53:43+00:00,@TamerlaneBlog Two car garage of Tesla Model S (or Lucid Air) and Rivian R1S,lucid AND air AND car
2023-04-19 06:24:09+00:00,"Ion Know What This Lucid Air/Gravity Car Is, But I Want It 🥺",lucid AND air AND car
2023-04-19 01:01:34+00:00,4LCID - 2023 Lucid Air Test Drive Review: The PERFECT Electric Car??? https://t.co/fkJ2njlHPq via @YouTube,lucid AND air AND car
2023-04-18 23:56:43+00:00,I never go to the In N Out by my house because the line is too long and like @GustavoArellano I think they're overrated but it's a great car spotting place just saw a Rolls Royce Phantom a Lambo Urus and a Lucid Air.,lucid AND air AND car
2023-04-18 20:27:53+00:00,"@elonmusk @JonErlichman 1804 first steam engine locomotive. 1925 first diesel engine locomotive. Yeah, yeah, a locomotive is electric, but the diesel spins the alternator. First electric car 1830. First electric car worth a crap TBD! Lucid Air 516 miles Jaguar XF 731 miles. $87,000 vs. $47,000.",lucid AND air AND car
2023-04-18 20:07:19+00:00,"@JeffTutorials Love my Air Touring… Specs aside, Once you drive Lucid Air, you can never go back! It’s a moment of realization!!! No other car gives you the same luxury vs performance ratio.",lucid AND air AND car
2023-04-18 19:46:55+00:00,@lucid_ot_air @LucidMotors I got mine in October :) I was at the studio for a couple getting theirs but didn’t want to post their pics without permission. I think Lucid will post them soon! I was just standing by my car and they wanted the pic :),lucid AND air AND car
2023-04-18 19:30:50+00:00,"@LucidMotors continues to move down the line with offering cheaper models in the luxury car space.  Choose your flavor! #DreamAhead #JoinTheLucidOwnersClub

""The 2023 Lucid Air: It’s powerful and plush, with an unbeatable 516-mile range""

https://t.co/aQOIhei6oN https://t.co/QRrSuQ7FJs",lucid AND air AND car
2023-04-18 05:40:11+00:00,"@dictionaryhill @rako_sebastian @WholeMarsBlog @elonmusk If you truly after the best car and not the sentimental affection to Elon and the Tesla cult, Lucid Air stealth trim is the car to buy",lucid AND air AND car
2023-04-18 03:40:19+00:00,"Hm! Well this looks pretty awesome: ""S. Garlick talks to Ars Technica journalist Jonathan M. Gitlin about the experience of driving the Lucid Air, the very latest American luxury EV that wants to disrupt the electric car market""
https://t.co/wNEMLlKDFl

@drgitlin @MotionEorg",lucid AND air AND car
2023-04-18 03:16:40+00:00,"@pstAsiatech Why do so many EV car companies use R2D2 model names? Porsche and Lucid Motors have actual model names, like Taycan and Air.",lucid AND air AND car
2023-04-18 03:14:47+00:00,"@DrLucid007 @JeffTutorials And he knows for a fact the Lucid Air is objectively superior in multiple ways. For example, his beloved Model S is a $100k car with the interior of a $30k car. What a joke.",lucid AND air AND car
2023-04-17 17:21:05+00:00,Lucid Air owners trying to convince everyone their car is the best https://t.co/nReKm47lyB,lucid AND air AND car
2023-04-17 16:11:37+00:00,"LUCID AIR ON THE DRIVE

My electric car bingo list is almost complete. Remaining is Toyota/Subaru’s Bz4x (how tf did I remember that) and the Nissan Ariya

Still, I want a *closer* look at the Lucid https://t.co/mtzGlC3nZN",lucid AND air AND car
2023-04-17 16:00:42+00:00,Lucid Air Grand Touring: A phenomenal EV that shows the future is here https://t.co/3IxiiLTuP9 #EV #car #tech,lucid AND air AND car
2023-04-17 04:55:14+00:00,@nick_plaid @TeslaJoy Can you please learn Rivian’s name properly first and try again? Why does Lucid need to pay people to drive such a stunning car? I suggest you do some research about EV options these days. There are some great EV options. I myself have 2 Teslas and a reservation for a Lucid Air https://t.co/vYfaCgoarg,lucid AND air AND car
2023-04-17 01:05:57+00:00,"https://t.co/uBd7DhDtki

In Air Grand Touring in Performance trim as tested, the car boasts a rather insane 1,050 hp with an range of 516 miles - which is higher than any other EV available.

#financialfreedom #dividends #investingtips #thefinancenerd #stockstowatch #fyp",lucid AND air AND car
2023-04-17 00:28:23+00:00,"#Lucid #ElectricVehicles $LCID

This car looks like as if it came from  outer space

https://t.co/2eWCDrCWRQ

In Air Grand Touring in Performance trim as tested, the car boasts a rather insane 1,050 hp with an range of 516 miles - which is higher than any other EV...",lucid AND air AND car
2023-04-17 00:16:26+00:00,"@farzyness When Lucid can have the largest frunk on a car ever, including on their dual motor cars, why can’t others? https://t.co/MTsyRVnhsB",lucid AND air AND car
2023-04-17 00:02:59+00:00,"The Rocky Mount NC Sheetz EA 350 kW station #2 just nearly fried my Lucid Air GT!  Seriously!  Thank goodness the Lucid Customer Support rep was able to quickly, calmly send a remote signal to my car and it back to life!  I subsequently was then able to move the car to unit 4 a… https://t.co/jd9e84hmmy https://t.co/kPIrjXdW2K",lucid AND air AND car
2023-04-16 23:45:30+00:00,"https://t.co/cXQKkEMSba
In Air Grand Touring in Performance trim as tested, the car boasts a rather insane 1,050 hp with an range of 516 miles - which is higher than any other EV avai... 
#LCID $LCID",lucid AND air AND car
2023-04-16 23:28:54+00:00,"https://t.co/YuqZ0nPzvI

In Air Grand Touring in Performance trim as tested, the car boasts a rather insane 1,050 hp with an range of 516 miles - which is higher than any other EV avai...",lucid AND air AND car
2023-04-16 23:06:07+00:00,$LCID “The car is a remarkable package that makes it one of the most special cars on sale today — quite simply because it seems to come from some place other than Earth.” https://t.co/LzcmRE1VKc,lucid AND air AND car
2023-04-16 21:00:10+00:00,"https://t.co/RWs6Lj5qE0

In Air Grand Touring in Performance trim as tested, the car boasts a rather insane 1,050 hp with an range of 516 miles - which is higher than any other EV avai...",lucid AND air AND car
2023-04-16 17:37:33+00:00,"@lucid2035 @LucidMotors @2028Lucid @LetsGoLucid2022 One step at a time, the Lucid Air is becoming the car of its promise.",lucid AND air AND car
2023-04-16 13:43:35+00:00,"View attachment 660382 Lucid Group, Inc. (NASDAQ: LCID), setting new standards with the longest-range, fastest-charging electric car on the market, today announced the start of the 2023 ‘Dream... https://t.co/EdnLwVWbTK https://t.co/WOZd7paDSu",lucid AND air AND car
2023-04-16 04:18:48+00:00,@TeslaBoomerMama Yahoo Finance Pras S recommends viewers buy the Lucid Air? Nice looking car...and given their latest quarterly results...Lucid might soon go out of business!,lucid AND air AND car
2023-04-15 15:02:21+00:00,"The company built 2,314 vehicles in the first quarter, but only delivered 1,406 of them #car #auto #cars https://t.co/XymAa99OET",lucid AND air AND car
2023-04-15 06:09:09+00:00,"@randy_whelchel @FonsDK @elonmusk @WholeMarsBlog @jasondebolt @SawyerMerritt @teslaownersSV @forwardcap @farzyness @garyblack00 The Lucid Air is generally well reviewed. There's not much wrong with the car, but it's not dramatically better than a Model S or a Mercedes EQS.",lucid AND air AND car
2023-04-15 02:24:59+00:00,"Every time a kid flags me down in my car, I get confused because I don't own a car. That's when I realize I'm dreaming! Now lucid, I get out of the car and start flying through the air and shooting fireballs out of my hands, because why not? https://t.co/NTZYDv3X99",lucid AND air AND car
2023-04-14 20:00:14+00:00,"Lucid Air Crowned Luxury Car of the Year https://t.co/LWh1GGnzhH… 

#ElectricVehicles #ElectricCars #EVNews #Lucid",lucid AND air AND car
2023-04-14 05:38:33+00:00,"@EDUreboot @garyblack00 @elonmusk @FonsDK @WholeMarsBlog @jasondebolt @SawyerMerritt @teslaownersSV @forwardcap @farzyness The 3 series is not compact. 

In fact,  I googled the dimensions. 
Lucid air is only 7 inches longer. 

I agree on the price but not on the type of car consumers are demanding.",lucid AND air AND car
2023-04-14 03:44:01+00:00,@rahulsood @mukund Not really. Lucid AIR is farther ahead of Tesla when it comes to technology. Tesla has better software but Lucid is an overall better car in almost all aspects for a Car.,lucid AND air AND car
2023-04-14 01:29:11+00:00,Lucid Air Crowned Luxury Car of the Year https://t.co/LWh1GGnzhH… #ElectricVehicles #ElectricCars #EVNews #Lucid,lucid AND air AND car
2023-04-14 00:43:27+00:00,"@LucidMotors @Barrett_Jackson Saw the lucid at a show room last week
Really amazing luxurious car. They need a small SUV the size of the Tesla Y with the luxury of Lucid air and they will fly in sales and deliveries",lucid AND air AND car
2023-04-23 16:52:10+00:00,"@MattWallace888 He needs to look into the practicality of hydrogen fuel cell electric vehicles, fills up in minutes like a traditional ICE vehicle and has all the environmental benefits of an electric vehicle.",electric AND vehicle
2023-04-23 16:51:36+00:00,"Via CleanTechnica: "" EV Development in Chile : While much of South America is having difficulty with the development of an electric vehicle market, Chile has made significant efforts to deploy EVs. While this has been primarily in… https://t.co/xqGC0WZu8J "" #Renewable #Energy https://t.co/dObgNCzhlJ",electric AND vehicle
2023-04-23 16:46:19+00:00,"@Ericcannavet @Limulus54 @kpisaba @JoJoFromJerz i could barely afford the cheapest electric vehicle and we dont have the infrastructure to support that if i could. im not against transitioning to electric, but its not as simple as they like to make us believe.",electric AND vehicle
2023-04-23 16:44:53+00:00,"Direct link between Thurso, QC production facility to Volkswagen battery plant in St. Thomas, ON. 

I don't even need confirmation. LOL 😎
$MMAT Electric vehicle #Batteries https://t.co/SHlzJLpCiy",electric AND vehicle
2023-04-23 16:43:58+00:00,"@serpentza @YouTube U.S. National Highway Traffic Safety Administration, there were an estimated 212,500 vehicle fires in the United States in 2018, which led to 560 civilian deaths, 1,500 civilian injuries, $1.9 billion in property damage. majority of these fires involved ICE vehicles not electric",electric AND vehicle
2023-04-23 16:39:16+00:00,"@28delayslater I thought this was a great question so I put it to chatGPT and asked it to highlight the similarities and differences between the two cases. Here is its response:

Both Trevor Milton and Elon Musk are well-known figures in the electric vehicle (EV) industry, with their respective… https://t.co/QoZUfmxY9L",electric AND vehicle
2023-04-23 16:38:57+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/qL0qxtYrFl",electric AND vehicle
2023-04-23 16:37:25+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why.
https://t.co/O8J9bmaVcB",electric AND vehicle
2023-04-23 16:35:08+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/d9qMJ8AJYX",electric AND vehicle
2023-04-23 16:33:50+00:00,Know Your New 2023 Lexus RZ  Battery Electric Vehicle   How to Charge https://t.co/AyIgs19h4Y via @YouTube https://t.co/3jEkYF89YB,electric AND vehicle
2023-04-23 16:33:39+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/XkvE5s3D5N https://t.co/mjV8jdysGD",electric AND vehicle
2023-04-23 16:33:24+00:00,"1PC Motorcycle Switch Hazard Light Switch Button Electric Vehicle Double Flash Warning Emergency Lamp Signal Flasher WCBMMT3

https://t.co/wN6F2mUow4 https://t.co/QM8P5gbAT8",electric AND vehicle
2023-04-23 16:32:47+00:00,"Two years after Musk joined Tesla, the company unveiled the Roadster. And Musk would quickly become the face of the electric vehicle revolution. https://t.co/oHRAPdRJk0

via @JonErlichman",electric AND vehicle
2023-04-23 16:32:00+00:00,"The Big Electric Vehicle Con! 

@LaurenFix joins #AMERICAFirst 

FULL INTERVIEW: https://t.co/N6ANKScBdg https://t.co/L5gDlD4W0J",electric AND vehicle
2023-04-23 16:31:17+00:00,"Totally! In California you can’t plug in to power up as the grid crashes! Infrastructure MUST be built first! Down the road someday but we are in a climate “crisis” rhetoric!! Wasteful, power hungry politicians! 
EVehicle Demand Slumps 65% in a Year https://t.co/t7jVOHpo3u",electric AND vehicle
2023-04-23 16:29:26+00:00,"@bowserhunt04 @elonmusk No. As an American, it is my belief that Elon has done a great service to the cause of freedom and liberty. I would like to see him replace his electric car with a H² vehicle.",electric AND vehicle
2023-04-23 16:26:23+00:00,"MECIDES Ev  good price 
LOOK partner from YOU country 
We manufacture,use gasoline or electric . left-hand right-hand 
#mecides #electricfastfooddelivery
#Ev #China #newcar #evcar
#Chinacar #ev
#automotives #EVcar #vehicle #Chinacar #VWcar #ev_car #Newcar
#NewEnergyVehicales https://t.co/uzTFXHRSL3",electric AND vehicle
2023-04-23 16:24:03+00:00,"MECIDES Ev  good price 
LOOK partner from YOU country 
We manufacture,use gasoline or electric . left-hand right-hand 
#mecides #electricfastfooddelivery
#Ev #China #newcar #evcar
#Chinacar #ev
#automotives #EVcar #vehicle #Chinacar #VWcar #ev_car #Newcar
#NewEnergyVehicales https://t.co/Tdqm08C8Fd",electric AND vehicle
2023-04-23 16:23:57+00:00,"MECIDES Ev  good price 
LOOK partner from YOU country 
We manufacture,use gasoline or electric . left-hand right-hand 
#mecides #electricfastfooddelivery
#Ev #China #newcar #evcar
#Chinacar #ev
#automotives #EVcar #vehicle #Chinacar #VWcar #ev_car #Newcar
#NewEnergyVehicales https://t.co/W0tmfiM5fa",electric AND vehicle
2023-04-23 16:23:08+00:00,"@jsolomonReports Hmmm...
Sorry, no such thing as a ""zero emissions vehicle. ""...

""...average all-electric vehicle in California produces 2,261 pounds of emissions every year.""

EV material sourcing, manufacturing, maintenance &amp; support processes also produce emissions...
https://t.co/Zh11rBJ2ct",electric AND vehicle
2023-04-23 16:23:05+00:00,"@GasPriceWizard Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
The state of Michigan knows how to save money. EV battery factory a lot cheaper. Let’s compare them over next 5 years.",electric AND vehicle
2023-04-23 16:21:33+00:00,Rivian to install electric vehicle charging stations at state parks https://t.co/Nnhx4YrBT7,electric AND vehicle
2023-04-23 16:20:25+00:00,"@ryangerritsen By 2035, if you live in high density areas, you will not own a car.  You will be living in 15 min cities.  If you are poor, you will not own a car or a house.  How else do you enforce 100% electric vehicle compliance.  Our grid does not support high consumption, nor will solar",electric AND vehicle
2023-04-23 16:18:38+00:00,"Two years after Musk joined Tesla, the company unveiled the Roadster.

And Musk would quickly become the face of the electric vehicle revolution. https://t.co/xj0FPwTsjR",electric AND vehicle
2023-04-23 16:16:48+00:00,"@__Seemi__ @BillClinton The issue is what level of contribution is sane to do and every single person will disagree on that. You might think it means getting an electric vehicle, someone else might think that means just plant trees, another might think you should stop using electricity.",electric AND vehicle
2023-04-23 16:15:02+00:00,$LCID The Lucid Air on display at the 2023 Montreal Electric Vehicle Show. @globeandmail #LucidMotors https://t.co/dkkiGoHoIr,electric AND vehicle
2023-04-23 16:13:48+00:00,Club Car Vehicle Four Wheels 60V 4KW Three Row 6 Seats Electric Car Can Customized Golf Carts https://t.co/EeBJZ22AqI,electric AND vehicle
2023-04-23 16:13:24+00:00,"@laowhy86 @serpentza U.S. National Highway Traffic Safety Administration, there were an estimated 212,500 vehicle fires in the United States in 2018, which led to 560 civilian deaths, 1,500 civilian injuries, $1.9 billion in property damage. majority of these fires involved ICE vehicles not electric",electric AND vehicle
2023-04-23 16:12:19+00:00,"@Jayde8700 @JustinTrudeau This is a very pertinent question. 
There are so so many obstacles to accomplish his electric vehicle goal, it’s a complete disaster and total country lockup waiting to happen. Im a technician, and I’ve seen zero efforts to advance training and facilities. Be scared people.",electric AND vehicle
2023-04-23 16:10:56+00:00,"#ICYMI, we announced that ON and Canada have secured a historic $7B investment from @VW to establish its first overseas electric vehicle battery🔋 manufacturing plant in St. Thomas, ON, creating up to 3K direct jobs &amp; 30K indirect jobs in the region.

https://t.co/nW0csBjThC",electric AND vehicle
2023-04-23 16:09:47+00:00,Size Matters: 2022 New Electric Vehicle Registrations Top 10 Are Models with Long Ranges: https://t.co/R1Nebcfxby https://t.co/ODzMoZtuTw,electric AND vehicle
2023-04-23 16:08:31+00:00,"@SweetheartAlyy Honestly, I want to own a wonderful home for my kids to grow up in, own and all electric vehicle, get a new position at work, and be free from all debt, and be married to a woman I will be spending the rest of my life with.",electric AND vehicle
2023-04-23 16:05:37+00:00,"@mandtfarm But current Tesla is on to something. Make a viable vehicle that can run on electric, and solve the electricity production and storage",electric AND vehicle
2023-04-23 16:04:51+00:00,"An array of 16 ultra-rapid electric vehicle (EV) chargers looks set to be installed soon at the Willow Brook shopping centre in Bradley Stoke, more than five months after a planning application for the facility was first submitted…

Full story 👇
https://t.co/QtrCBYnMU0",electric AND vehicle
2023-04-23 16:04:05+00:00,"@Goatmasterfunk @tillathenun @bobbyllew @Gill_Nowell @LVElectriX @FullyChargedDan @KateFantom @WomenDriveEV @JordeeBrompton @FullyChargedShw https://t.co/ggyXdu369V grid options - Finally many Electric Vehicle owners opt to get their own off grid 100% renewables such as home solar, or subscribe to groups like @RippleEnergy to outsource Wind / Solar and buy direct from external sources. https://t.co/Q7jidYeMLX",electric AND vehicle
2023-04-23 16:03:29+00:00,"@Mysore_Zoo booked Buggy Electric Vehicle for 2 pm slot on 24th Apr
Payment deducted via upi but ticket/booking confirmation not received 
Pls help!",electric AND vehicle
2023-04-23 16:02:07+00:00,"E-rickshaw Controller
#bulock Electric VEHICLE saves nature🌱🌴🏔️
Contact: 8100498341
Website: https://t.co/Gc3zfgCHuQ
.
.
.
.
.
.
#electricscooters #electricmobility #scooterlife #goelectric
#electricvehicles #electricvehicle #escooterlife #electricvehicleparts https://t.co/KKzvcViQgG",electric AND vehicle
2023-04-23 16:01:58+00:00,@AntoniaJuhasz So you don’t want to charge your phone or electric vehicle?,electric AND vehicle
2023-04-23 16:01:03+00:00,"This electric vehicle is more attractive than ever and comes loaded with innovative technology. We’re not just talking about the electric engine, either!

https://t.co/Z2GcuLpnNH https://t.co/Zv6UH8Y1TC",electric AND vehicle
2023-04-23 16:01:00+00:00,"Weekend #longreads: The dirty road to clean energy 

Indonesia’s islands are some of the most biodiverse areas of the world. They’re also home to the planet’s largest reserves of nickel — a key component in many electric vehicle batteries
https://t.co/Ukl2gTEbOy https://t.co/Kde9O8Eypp",electric AND vehicle
2023-04-23 16:00:17+00:00,"🌍 This #EarthDay, EDGE buildings are helping conserve natural resources and reduce emissions.
 💡 #EDGEbuildings save over 2 MWh per year in energy consumption -- enough to power 1.2 billion km of electric vehicle travel. Find out how: https://t.co/x8DVQOqT3k https://t.co/IvJXwXfssd",electric AND vehicle
2023-04-23 15:57:58+00:00,"@MSNBC Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
Will the jobs she brags about generating be for American workers or Chinese nationals? 
MSNBC needs to look into this.",electric AND vehicle
2023-04-23 15:56:13+00:00,"@Ragcha @GoAero So that when the grid goes down, they’re grounded. And also, so they can continue the massive lie that electric vehicle tech is clean. 

Put the KoolAid down. Chris.",electric AND vehicle
2023-04-23 15:55:44+00:00,Shopping for an electric vehicle? Explore our interactive dashboard to find the best EV for you  https://t.co/SWZFoSI93i,electric AND vehicle
2023-04-23 15:54:59+00:00,"@Goatmasterfunk @tillathenun @bobbyllew @Gill_Nowell @LVElectriX @FullyChargedDan @KateFantom @WomenDriveEV @JordeeBrompton @FullyChargedShw https://t.co/pmkLZaJOVI contrast “Electrical energy” transportation on other hand is far more efficient, electricity simply goes direct &amp; almost instantaneously from where it is generated (Power station) and straight into a charger and into the  Electric Vehicle. https://t.co/J6Seynptqi",electric AND vehicle
2023-04-23 15:51:43+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/9ovtUU1aCO",electric AND vehicle
2023-04-23 15:50:41+00:00,"@VP @POTUS Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
Will the jobs she brags about generating be for American workers or Chinese nationals? That question needs to be asked",electric AND vehicle
2023-04-23 15:50:19+00:00,"@SBBunny1995 The board is a vehicle control unit. I'm currently converting a Pontiac Fiero into an electric vehicle using a Nissan Leaf motor, charger and etc. The VCU allow the Fiero and Nissan Leaf stack to work as if they were made for each other. 🙂",electric AND vehicle
2023-04-23 15:50:04+00:00,"In the BMW Welt, the first-ever BMW i5 M60 was sighted. This brand-new electric vehicle is scheduled to go on sale in 2023 and is advertised as having a 300-mile driving range. Based on the same platform....

Link in bio @BmwLandCom",electric AND vehicle
2023-04-23 15:49:28+00:00,"@MSNBC Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
Will the jobs she brags about generating be for American workers or Chinese nationals? That question needs to be asked",electric AND vehicle
2023-04-23 15:49:09+00:00,"vehicles. But many electric cars still run on electricity produced from fossil fuels, and the batteries and engines require rare minerals which often come with high environmental and social costs. Switching from a gasoline or diesel-powered car to an electric vehicle can reduce",electric AND vehicle
2023-04-23 15:48:48+00:00,"Switch to an electric vehicle

If you plan to buy a car, consider going electric, with more and cheaper models coming on the market. In many countries, electric cars help reduce air pollution and cause significantly fewer greenhouse gas emissions than gas or diesel-powered",electric AND vehicle
2023-04-23 15:48:46+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/6XYOym4VDg",electric AND vehicle
2023-04-23 15:48:29+00:00,@JustinTrudeau PM Trudeau setting up to FORCE EVs on a large majority that don't want them. Read the links  https://t.co/ghcz60kBne   https://t.co/TuCd4A4Bha    https://t.co/eg16umrLI5,electric AND vehicle
2023-04-23 15:47:36+00:00,@selfawarehomer @IanMcKellen Who me? Probably yeah. I own an electric vehicle with one wheel.. haha,electric AND vehicle
2023-04-23 15:47:16+00:00,"@MSNBC Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
Will the jobs she brags about generating be for American workers or Chinese nationals? That question needs to be asked",electric AND vehicle
2023-04-23 15:46:44+00:00,"@johnrhanger Ah yes,  it had nothing to do with shutting down power plants,  increased demand in the electric grid from charging(which is why they say don't charge your vehicle at night LOL) and the uncertainty of nature with clouds and calm winds, nor frozen wind turbines in TX",electric AND vehicle
2023-04-23 15:46:33+00:00,@anticommie1777 @MrColionNoir @Porsche @elonmusk One of the advantages of a fully electric vehicle is the lower total cost of ownership due to its simplicity.  The problem with a hybrid is the added weight and complexity of two drivetrains.,electric AND vehicle
2023-04-23 15:46:18+00:00,@NWMike Thanks for the clarification. I dont have an electric vehicle yet so it just looked to easy to sabotage someones charging.,electric AND vehicle
2023-04-23 15:46:13+00:00,"@MSNBC @MaddowBlog Michigan Gov. Whitmer announces $175 million in taxpayer funds are going to a Chinese Communist-linked company to construct an electric vehicle battery factory.
Will the jobs she brags about generating be for American workers or Chinese nationals?  That question needs to be asked",electric AND vehicle
2023-04-23 15:43:32+00:00,"Manchin grills Granholm over 'budget busting' electric vehicle rules: ""Y'all broke the law,"" the West Virginia Democrat told President Joe Biden's Energy secretary at a hearing Thursday. https://t.co/UEIyyp8ZVe",electric AND vehicle
2023-04-23 15:41:13+00:00,"Office and Sisters of the Good Shepherd — criticized the billionaire entrepreneur for allowing Tesla to lose market share in the electric vehicle market while running multiple companies like Twitter, SpaceX and The Boring Company. 
https://t.co/Zzi1twjCs5",electric AND vehicle
2023-04-23 15:39:46+00:00,"Charging into the future with our electric vehicle services!

#Electric2Wheeler #sustainablemobility #environmentfriendly #savemoney #saveourplanet #electricmobility #greentransportation #EcoFriendly #zeroemissions #ElectricBikeRentals #urbantransport #gogreen #goelectric https://t.co/yLZprGWKNZ",electric AND vehicle
2023-04-23 15:37:52+00:00,@chuckwoolery This clown Geraldo who said on air that he wants to buy a Rolls Royce electric vehicle to be climate friendly. Such a loser and so is Fox for having him on. So many other conservative outlets. Screw Fox. Go Breitbart Ho Matt Walsh Go Knowles Go Bangino,electric AND vehicle
2023-04-23 15:36:31+00:00,"Volkswagen’s new electric vehicle battery plant will create thousands of new jobs
St. Thomas, Ontario From mining critical minerals to building batteries https://t.co/cM9MOv0fw5 https://t.co/aYGZ2rF91o",electric AND vehicle
2023-04-23 15:36:23+00:00,"Come out to @RHCPA today to test drive an electric vehicle, view green tech exhibits, and hear about cool eco-projects! ⚡️🌍

Our #EV ambassadors will be on-site to provide test drives and answer any questions you have. See you soon! https://t.co/1dZ6pNv6QR",electric AND vehicle
2023-04-23 15:35:58+00:00,"#Doha is in a strategic location and has the resources to serve as an electric vehicle manufacturing hub for the Middle East and North Africa region and beyond, according to Investment Promotion Agency Qatar #IPAQatar. https://t.co/YP7yvaE7t8",electric AND vehicle
2023-04-23 15:35:03+00:00,"@JustinTrudeau Trudeau will destroy the VW company because a large majority DOES NOT want EVs. Trudeau is going OUT next election,  don't let him take you down with him VW. Read the links  https://t.co/ghcz60kBne    https://t.co/eg16umrLI5",electric AND vehicle
2023-04-23 15:34:35+00:00,"Cheaper Teslas are hurting profits, but Elon Musk plans to keep slashing prices. Here's why. https://t.co/gtyvkbo2J0 https://t.co/PLQcErMjoS",electric AND vehicle
2023-04-23 15:32:40+00:00,"This LA Times piece shows you that people still don’t understand how Tesla’s network of over 45,000 Superchargers available everywhere is a game changer for charging an EV, without it owning an electric vehicle is too inconvenient &amp; stressful. 

https://t.co/00njVCfMhY https://t.co/aUfXX9EdwC",electric AND vehicle
